REFDBID,ABSTRACT,CREATED_AT,UPDATED_AT
Allen:1969phd,"This thesis is an investigation into the use of archaeology as a technique for widening the range of historical evidence in the recent past. It records the first professional excavations of a European site in Australia, Port Essington in the Northern Territory. Consequently chapters 2 - 5 are concerned with describing the excavations and architecture remaining at Port Essington, and the methods and results of the analysis of a body of artifacts of types which have not been rul adequately described (at least in archaeological terms) elsewhere. The main object of this protracted analysis is to take full advantage of the unique opportunities of the site which was occupied for only eleven years and which has remained largely undisturbed since, thus providing a closely dated context for the artifacts which were recovered. A second major area of enquiry in this section is the analysis of an Aboriginal assemblage of implements made from bottle glass obtained from the European settlement.The implications of this collection are several: 1. It is the archaeological reflection of the impact of the Europeans upon the indigenous people. 2.It supports a hypothesis that the reasons for the non-manufacture of stone implements in the coastal regions of Arnhem Land may simply be explained as one of environmental determinism rather than cultural preference. 3. It adds important new information for the discussion of glass artifacts found elsewhere in the world. The second section is a brief history of the settlement. Chapter 6 examines the reasons for the establishment of Port Essington and suggests that the commercial reasons suggested by previous historians may be less important than the political considerations behind the establishment. Chapters 7 and 8 relate the history of the settlement, chapter 8 introducing the archaeological data as historical evidence. Chapter 9 suggests that following the discussion in chapter 6, Port Essington might well be regarded as a success rather than the failure it is generally considered to have been. The final chapter discusses the value of archaeology as a research tool for the recent historical past.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:1972darling,"The Darling River, the second largest in eastern Australia, flows through an area of semi-arid grassland. The presence of the river in this dry region created a highly favourable environment for Aboriginal inhabitants. Historical descriptions of these Aborigines, mostly written in the late nineteenth century, show the Darling River as the single most important human resource in the Darling Basin. These records provide some evidence that the Bagundji Aborigines of the Darling basin moved from the narrow river margin into the drier hinterland and back again. These movements coincide with discernable seasonal climatic fluctuations. The majority of archaeological sites so far discovered in the Darling Basin are clustered around the shores of lakes. Some of these lakes have not been filled with water for the past 15,000 years. Analysis of these lakeside sites, dated back as far as 26,000 B.P, reveal that the prehistoric Aborigines exploited the Darling Basin in a similar manner to that described for the historic Aborigines. Stone implements recovered from the older sites are similar to those recovered from younger sites, such as Burke’s Cave, in the same region. This is taken as indicating that the inhabitants of the Basin have shared a single cultural tradition from the late Pleistocene to the ethnographic present.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:1972nebira,"Nebira is a distinctive twin-peaked hill rising approximately 500 ft. above the inland coastal plain nine miles due north of Port Moresby township. It is composed of Eocene sediments belonging to the Port Moresby Beds, intruded by Sadowa gabbro of Oligocene age, and is bounded on the western side by an extension of the Bogoro Fault (Yates and de Ferranti 1967). The gabbro and associated metamorphic rock is presently being extensively quarried for road surfacing material.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Allen:1988pleistocene,Pleistocene dates from three cave sites indicate the human capacity to colonise across two oceanic straits to the east of a former Tasmania–Australia–New Guinea continent by 33 kyr bp. The sites demonstrate exploitation of coastal marine and lowland tropical forest resources. They extend Pleistocene occupation into island Melanesia and demonstrate that the large islands of northern Melanesia have an antiquity of human occupation of the same order as the adjacent Greater Australian continent.,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Allen:1989human,"The late Pleistocene colonization of Greater Australia by humans by c. 40,0130 b.p. is now generally accepted. This landmass, which comprised at periods of lower sea levels Tasmania, Australia and Papua New Guinea, has now produced sites with rich and diverse sequences extending towards or now mainly beyond 30,000 b.p., in the present arid country of western New South Wales (Barbetti & Allen 19723, in southwest Western Australia (Pearce & Barbetti 1981), in the Papua New Guinea Highlands (Gillieson & Mountain 1983), and recently even in Tasmania (Cosgrove 1989).",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Allen:1991homeland,"The idea for the Lapita Homeland Project arose out of a conversation with Jim Specht at the 52nd ANZAAS Congress held at Macquarie University in Sydney in 1982. It was a time of increasing interest in Melanesian archaeology; Green‘s decade of research into Lapita sites in the Reefs-Santa Cruz group of the eastern Solomons had culminated in his influential synthesis (Green 1979) and some associated disputes with colleagues (e.g. Clark and Terrell 1978; Green 1982). Specht himself was continuing to research and publish on the archaeology of West New Britain (Specht 1974; Specht and Koettig 1981; Specht and Hollis 1982; Specht, et al. 1981a; Specht et al. 1981b). At the Australian National University, Jean Kennedy and I had initially combined with Wallace Ambrose to expand his long term investigations into the Admiralty Islands, and Kennedy was extending this interest (Kennedy 1979, 1981a, 1981b, 1982, 1983).",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Allen:1995contamination,"Previous articles in ANTIQUITY have taken different views of the dating pattern for the human settlement of Australia. Is the apparent limit in the region of 35-40,000 years ago visible in the radiocarbon determinations a real date for the human presence? Or is it an artificial result of the dating method? A comparative study of the dating pattern in archaeological as against non-archaeological contexts may inform.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:1996bone,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:1996forests,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:1996spheres,Pleistocene dates from three cave sites indicate the human capacity to colonise across two oceanic straits to the east of a former Tasmania–Australia–New Guinea continent by   33 kyr bp. The sites demonstrate exploitation of coastal marine and lowland tropical forest resources. They extend Pleistocene occupation into island Melanesia and demonstrate that   the large islands of northern Melanesia have an antiquity of human occupation of the same order as the adjacent Greater Australian continent.,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Allen:1996stone,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:1996warragarra,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:1996warreen,ND,2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:2003colonised,"Despite significant advances in radiometric dating technologies over the last 15 years, and concerted efforts in that time to locate and date new sites and redate known sites in Australia and New Guinea, there is yet little consensus on when humans first arrived in the Pleistocene continent. A majority of scientists now agree people were present at least by 45,000 years ago, but many still argue for dates up to and beyond 60,000 years ago. The long chronology continues to be driven by the five well-known sites of Nauwalabila, Malakunanja, Huon Peninsula, Lake Mungo and Devil’s Lair. This paper reviews the data which have appeared for these sites over the last decade. It argues that uncertainty over much of the earliest data stems from questions of artefact context and site taphonomy rather than dating technologies. The problem is an archaeological one which has received insufficient attention.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Allen:2017motupore1,ND,2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Allen:2020anbangbang,"In 1985, Annie Clarke analysed botanical materials from Anbangbang 1 and Djuwarr 1, Kakadu National Park, western Arnhem Land. The 49 wooden artefacts from Anbangbang 1 and 20 wooden artefacts from the Djuwarr 1 site in Deaf Adder Gorge are now in the collections of the Museum and Art Gallery of the Northern Territory (MAGNT). This research involves a re-examination of these artefacts in terms of their morphological and functional attributes. They are interpreted within the context of ethnographic observations and information from Arnhem Land archaeological sites of a comparable age, particularly those combining archaeology with rock art research. The study shows convergence between the archaeology, rock art and ethnography, indicating the importance of spears in the life of Aboriginal people, in this case reed spears and spears with barbed heads. The study also documents variability as regards seasonality of site use and hunting patterns in response to environmental changes around 1,500 BP.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Allen:2023legacy,"Ngaut Ngaut (Devon Downs) and Tungawa (Fromm's Landing) 2 and 6 are located in the Gorge Section of the Lower Murray River. They were excavated more than 60 years ago. Unusually, they preserved fauna over the 6000 or 7000 years of occupation. Assessing this record, it is concluded that Aboriginal agents were responsible for the middens in these rockshelters. Following this, Ngaut Ngaut and the Tungawa sites are compared in terms of their dating, stratigraphy and changes in the fauna through time. While the majority of species are present throughout at all three sites, there are shifts in the number of animals in concert with Holocene environmental changes. After 3000 BP, the trend is to increased attention being given to resources from the riparian and river zones and away from the dryland Murray Plains. An increase in shellfish and the presence of crayfish gastroliths support this contention. Nearby Tartanga Island provides a record of Holocene sedimentary changes in the Murray River associated with altered sea level and flood regimes, particularly the deposition of the Monoman and Coonambidgal formations. The latter creating a landscape of highly productive swamps and backwaters. The information from these legacy excavations supports the conclusion that a shift in the locus of Aboriginal hunting and gathering activities accompanied mid- and late-Holocene environmental changes on the Lower Murray River.",2023-09-03 12:38:33.072 +0200,
