"CHRONLGYID","NEO_UNITID","AGETYPEID","CONTACTID","IS_DEFAULT","CHRONNAME","PREPDATE","AGEMODEL","AGEYOUNG","AGEOLD","CHRONNOTE","UNITID"
193,343,5,967,"true","LAPD 1","22/08/1996","LERP",360,5310,"Dropped last date to avoid reversal. No ages assigned to bottom samples.",NA
194,344,5,430,"true","NAPD 1","02/02/1996","LERP",-10,11060,"Chron uses top, Ambrosia-rise, 2 radiocarbon dates, and pollen stratigraphic date of 10,000 BP for Picea decline based on regional pollen stratigraphy.",NA
197,347,5,967,"true","LAPD 1","22/08/1996","LERP",80,7400,"",NA
198,348,5,967,"true","LAPD","21/08/1996","linear",0,10080,"",NA
199,349,5,44,"true","Lozano-García 1993","14/06/1995","Fit 2 straight lines (least squares)",5880,19230,"C14 dates 5725, 5330, 17560, 16820 corrected according to Vincent (1988) method. Linear interp. between 1st 2 dates. Fit straight lines to dates 2-6 (origin held constant, coefs: 250.0, 44.0081) and 7-10 (coefs: 9565.48, 11.5403).",NA
200,350,5,306,"true","Author Preferred","06/03/1997","single sample - single date",2140,2150,"material from excavation of alluvial deposits in current floodplain; pollen data from other non-dated levels not assigned ages because of sediment changes in the section",NA
201,353,5,430,"false","NAPD 1","11/07/1996","LERP",NA,NA,"Chron uses 7 AMS dates.",NA
202,353,5,430,"false","NAPD 2","11/07/1996","least squares polynom., 4th deg.",NA,NA,"Chron uses 7 AMS dates. Basal date of 14010±100 (TO-2324) considered to old (see Levesque et al. 1993).",NA
203,353,5,44,"true","NAPD 3","11/03/2000","LERP",9200,14370,"Chron uses 5 AMS dates and on averaged date. Dates 11,260±90 and 11,410±60 are statistically the same at the 95% level (Calib 4.1).",NA
205,356,5,971,"true","Continuous","13/04/1999","LERP",1750,4910,"",NA
206,357,5,971,"true","Default","18/05/1999","LERP",330,9370,"",NA
207,358,5,44,"true","NAPD 1","12/04/1995","LERP, straight-line fit (least squares)",0,29740,"Chron uses top of marsh deposits (0 BP) and 5 C14 dates. Date DIC-3313 rejected (see Fredlund 1995). Unconformity at 588 cm (Fredlund 1995). Linear interpolation between top 3 dates plus extrapolation to 578 cm. Fit a least-squares straight line to bottom",NA
208,360,5,NA,"true","COHMAP chron 1","","LERP",1000,9500,"No ragweed rise. 4 sediment types. 4 C-14 dates. 777cm core begins at 188cm below bog mat. Fibrous peat (188-410cm), black gyttja (410-800cm), black, fine-grained, consolidated gyttja (800-910cm), clay (901-965cm). 9.5k dates beginning of spruce decrease;",NA
209,361,5,61,"false","BDPMQ 1","20/06/1983","LERP",NA,NA,"",NA
210,361,5,NA,"false","COHMAP chron 1","","LERP",NA,NA,"1 C-14 date from base of gyttja in 147 cm core. No ragweed rise. Age bounds for application of the model: top = 0; bottom = 6500.",NA
211,361,5,972,"true","NAPD 1","03/12/1993","LERP (+ extrapolation)",0,5380,"",NA
212,362,5,61,"false","BDPMQ 1","20/06/1983","LERP",NA,NA,"",NA
213,362,5,NA,"false","COHMAP chron 1","","LERP",NA,NA,"1 C-14 date from base of gyttja of 292 cm core. No ragweed rise. Age bounds for application of the model: top = 0; bottom = 6500.",NA
214,362,5,972,"true","NAPD 1","03/12/1993","LERP (+ extrapolation)",0,6290,"",NA
217,364,5,NA,"false","COHMAP chron 1","","LERP",NA,NA,"8 C-14 dates. Top of pollen counts at 20cm. Peat disturbed above this depth. Ragweed at 30% in counts above 20cm. Peat above 100cm. Marl: 100 to 430cm, 800 to 910cm. Gyttja: 910 to 1170cm. Peak influx 8500 to 7500bp. King (1981) estimated 800 yr bp as the",NA
218,364,5,44,"true","NAPD 1","03/05/1993","LERP",800,13260,"Entire chron may be somewhat too old because of ancient carbon (sediment organic marl). Basal date is at least 1000 yr to old based on comparison with other Midwest sites. Date at 20 cm of 800 BP estimated by King (1981).",NA
219,365,5,971,"true","PALE 1","07/05/1999","single dated level",4060,4070,"",NA
222,370,5,44,"false","NAPD 1","07/10/1993","LERP",NA,NA,"",NA
223,370,5,44,"true","NAPD 2","07/10/1993","2nd deg. polynom. (least squares)",-30,10260,"Origin held constant: y = -33 + 41.6423x - 0.0414964x**2",NA
224,371,5,44,"false","NAPD 1","25/04/1994","LERP",-10,500,"Chron uses surface date (-15 BP) and the Ambrosia-rise (70 BP).",NA
225,477,5,967,"false","Markgraf 1993","01/08/1997","LERP",330,9600,"",NA
226,478,5,44,"true","NAPD 1","08/04/1994","LERP",-30,13050,"Chron uses 9 radiocarbon dates, sediment surface (-30 BP), and Ambrosia-rise (100 BP). Radiocarobon dates come from three cores, and differences between reported core depths of dates and depths used in age model are due to stratigraphic correlation of cores.",NA
227,479,5,NA,"true","COHMAP chron 3","","LERP",0,12000,"4 stratigraphic dates to fit LI002 at Pretty Lake. From bottom: Picea drop to 29%, Pinus rise to peak, Ulmus above 10% after Pinus peak, Fagus above 10%, ragweed rise, coretop. Fit with Hudson 003, Pretty 002, Round 003. Age bounds for application of the ",NA
228,480,5,270,"true","Hussey 1993","01/07/1992","3rd deg. polynom. (least squares)",-50,20380,"First 9 dates used for age model. Bottom 2 dates (16,150 and 9060) not used. Origin fixed.",NA
229,481,5,NA,"true","COHMAP chron 2","","LERP",0,6520,"Corrected by 1120 and 1100 yrs, Chenopod rise at 65 cm is settlement horizon.",NA
232,483,5,967,"true","LAPD","21/08/1996","LERP",4630,6830,"",NA
233,484,5,936,"true","NAPD 1 (radiocarbon years)","18/10/2004","LERP",-40,6300,"Chron uses top, 3 14C dates, extrapolated age of the base of the gyttja, and estimated age of deglaciation (see King 1986 for details).",NA
234,484,9,936,"true","NAPD 1","18/10/2004","LERP",-40,7300,"Chron uses top, 3 calibrated 14C dates, extrapolated age of the base of the gyttja, and estimated age of deglaciation (see King 1986 for details).",NA
235,485,5,NA,"false","COHMAP chron 2","","LERP",NA,NA,"5 C-14 dates plus 13.5k date for glacial retreat. See p.44 in Kim (1986). Age bounds for application of the model: top = 0; bottom = 13500.",NA
236,485,5,44,"true","NAPD 1","16/10/1993","LERP",0,13500,"5 C-14 dates plus 13.5k date for glacial retreat. See p.44 in Kim (1986). Age bounds for application of the model: top = 0; bottom = 13500. Similar to COHMAP Chron #2 (perferred).",NA
237,486,5,430,"true","NAPD 1","05/12/1996","LERP",-10,6540,"Chron uses top and one C14 date.",NA
238,488,5,430,"true","NAPD 1","19/04/1996","LERP",50,8210,"Chron uses top and one C14 date.",NA
239,489,5,44,"true","NAPD 1","24/03/1995","LERP (+ extrapolation)",-20,13300,"Chron uses 6 radiocarbon dates plus surface (-34 BP). Basal radiocarbon date (GSC-3891, 11700±180) thought to be too old and not used. Extrapolated ages >10000 BP dubious.",NA
240,490,5,NA,"true","COHMAP chron 1","","LERP",17500,18500,"1 C-14 date at 18,090. Upper date a guess by TW to help set dates in dates program. Depths are a guess. R.G.Baker (unpubl.) Age bounds for application of the model: top = 17500; bottom = 18500.",NA
241,491,4,NA,"false","COHMAP chron 1","","LERP",NA,NA,"Varved sediment lake, no depths given. Varve dates converted to years with 1950 A.D. as FI. Basal sample at 1940 and topmost sample at 7 varves before 1974 A.D. No conversion from calender years to C-14 year Age bounds for application of the model: top = ",NA
242,491,5,430,"false","NAPD 1","26/01/1996","LERP",-20,1990,"varve calendar years converted to C14 dates for five points including TOP (using Table 1-A Stuiver and Pearson 1986, Radiocarbon 28(2B):805).",NA
243,491,4,40,"true","NAPD 2","","LERP",NA,NA,"varve years.",NA
244,494,5,973,"true","NAPD 1 (radiocarbon years)","02/03/2004","LERP",-30,10330,"Chron uses top plus 7 radiocarbon dates.",NA
245,494,9,936,"false","NAPD 1","27/08/2004","LERP",-30,12040,"Chron uses top plus 7 radiocarbon dates calibrated with CALIB 4.4. Calibrated dates are the 50% median probability.",NA
246,495,5,NA,"false","COHMAP chron 2","","LERP",0,3700,"4 C-14 dates with reversed date at 95 cm removed. Fossil peat deposit in modern tundra. Nichols (1975). Top date set at 0 yr bp by TW. S.K.Short designated the 95 cm date as being out of place. Age bounds for application of the model: top = 0; bottom = 37",NA
247,496,5,61,"true","BDPMQ 1","14/07/1983","LERP",0,9710,"",NA
248,497,5,967,"false","LAPD 1","21/08/1996","LERP",0,9560,"",NA
249,498,5,61,"false","BDPMQ 1","14/07/1983","LERP",NA,NA,"",NA
250,498,5,972,"true","NAPD 1","10/01/1994","LERP (+ extrapolation)",810,6380,"",NA
251,500,5,44,"true","NAPD 1","20/12/1993","LERP, 3rd deg. polynom. (least squares)",-30,12330,"Linear interpolation between first 5 dates. Third order polynomial fit to last 8 dates (coefs: -61478.8, 273.248, -0.353671, 0.000154109). 5th date extrapolated linearly from 3rd and 4th dates. Model implies a hiatus between 5th and 6th dates.",NA
252,500,5,44,"false","NAPD 2","20/12/1993","LERP, 3rd deg. polynom. (least squares)",-30,12330,"Linear interpolation between first 5 dates. Third order polynomial fit to last 8 dates (coefs: -61478.8, 273.248, -0.353671, 0.000154109). 5th date extrapolated by polynomial fit to last 8 dates.",NA
253,501,5,973,"true","NAPD 1 (radiocarbon years)","02/03/2004","LERP",-30,8420,"Chron uses top and 3 radiocarbon dates.",NA
254,501,9,936,"false","NAPD 1","27/08/2004","LERP",-30,9370,"Chron uses top and 3 radiocarbon dates calibrated with CALIB 4.4. Calibrated dates are the 50% median probability.",NA
255,502,5,44,"false","NAPD 1","25/04/1994","LERP",-10,170,"Chron uses surface date (-15 BP) and the Ambrosia-rise (90 BP).",NA
256,503,5,430,"true","NAPD 1","19/04/1996","LERP",-30,12250,"Chron uses top, six C14 dates, and 13000±500 for age of glacial Lake Iroquois.",NA
257,504,5,430,"true","NAPD 1","05/06/1997","LERP",-40,11900,"Chron uses top, and three C14 dates (Beta-28625, Beta-28627 and Beta-28626 rejected by Shafer 1989).",NA
258,505,5,NA,"true","COHMAP chron 1","","LERP",0,12500,"Ragweed rise in upper 20cm. 2% to 8% at 0. Age bounds for application of the model: top = 0; bottom = 12500.",NA
259,506,5,NA,"true","COHMAP chron 2","","LERP",0,9000,"5 C-14 dates with bottom reversed date deleted as advised by K.Liu. Age bounds for application of the model: top = 0; bottom = 9000.",NA
260,507,4,NA,"true","COHMAP chron 1","","LERP",0,1500,"Varved sediment lake. Varved dates from 1970 AD. Age bounds for application of the model: top = 0; bottom = 1500.",NA
261,508,5,44,"false","NAPD 1","25/04/1994","LERP",-10,550,"Chron uses surface date (-15 BP) and the Ambrosia-rise (70 BP).",NA
262,509,5,430,"true","NAPD 1","28/03/1996","LERP",9000,11760,"Chron uses 2 estimates by McAndrews and one C14 date.",NA
263,510,5,NA,"true","COHMAP chron 3","","LERP",0,15000,"4 C-14 dates; Holocene in upper meter. Topmost pollen sample at 15 cm. Ragweed rise (1 to 5%) between 15 and 20 cm levels. 10.9k date at 757 cm was deleted. Age bounds for application of the model: top = 0; bottom = 15000.",NA
264,511,5,NA,"false","COHMAP chron 1","","LERP",NA,NA,"2 C14 dates, no ragweed rise. 14 levels counted from 735 to 810cm, and one counted from 35cm. Björck (1985).",NA
265,511,5,430,"true","NAPD 1","06/02/1996","LERP",6020,7010,"2 C14 dates and inferred top.",NA
266,512,5,545,"true","Reasoner 1","01/10/1996","LERP",0,11960,"Chron uses 7 AMS dates + 1 avg date. Tephras: Bridge River (2360 BP), St. Helens Yn (3400 BP), and Mazama (6845 BP). Inverted dates 450±70 (CAMS-6842) and 520±60 (CAMS-4405) not used. Date 10,070±420 (CAMS-3177) not used because of large error.",NA
267,512,9,545,"true","Reasoner 2","01/10/1996","LERP",0,14200,"Chron uses same dates as Chron 1, but calibrated to calendar years.",NA
268,513,5,44,"true","Anderson 1993","22/01/1994","LERP",120,10860,"",NA
269,513,5,44,"false","NAPD 1","22/01/1994","2nd deg. polynom. (least squares)",NA,NA,"",NA
275,518,5,NA,"false","COHMAP chron 2","","LERP",50,9000,"5 C-14 dates corrected by 1000 years so Tsuga decline at 339 cm. will date to 4800. Tail of Picea decline at base of core. Ragweed rise reset to 22 cm. Age bounds for application of the model: top = 50; bottom = 9000.",NA
276,519,5,430,"false","NAPD 1","13/02/1997","LERP",NA,NA,"Chron uses top and two C14 dates.",NA
277,519,5,44,"true","NAPD 2","18/02/1997","LERP",120,11950,"Chron uses top plus age of Mazama ash (6850 BP) and presumed Glacier Peak ash (12,100 BP). See Whitlock (1993) for tephra dates and discussion.",NA
278,520,5,44,"true","NAPD 1","06/06/1995","LERP",7960,14100,"Chron uses 2 radiocarbon dates plus surface (0 BP). Interpolated Holocene dates above upper radiocarbon date (7910±85) not reliable - probably many hiatuses.",NA
279,521,5,148,"false","Markgraf 1988/90","04/06/1995","LERP",200,6890,"Chron uses 2 radiocarbon dates plus surface (0 BP).",NA
280,522,5,44,"true","LAPD 1","07/06/1995","each sample individually dated",10830,13470,"Each sample (Milodon feces) individually dated.",NA
281,523,5,967,"false","LAPD 1","21/08/1996","LERP",30,9770,"Dropped lowest date to avoid reversal.",NA
282,524,5,44,"true","NAPD 1","07/05/1994","LERP",4090,9260,"Chron uses 5 radiocarbon dates. Dates 8110±110 and 8100±135 from 454-457 cm were averaged: 8106±85 (Long and Rippeteau 1974).",NA
283,525,5,44,"true","NAPD 1","28/01/1993","LERP, straight line fit",0,17330,"Linear interpolation used between surface and first 4 C-14 dates. Straight line fit to bottom 6 C-14 dates (inversed dates used).",NA
284,525,5,44,"false","Smith 1984","28/01/1993","LERP",NA,NA,"This chron used by E.N. Smith in his thesis. Two inversed radiocarbon dates were not used.",NA
285,526,5,967,"false","LAPD 1","04/12/1996","linear",9530,11700,"Chron uses 3 radiocarbon dates",NA
287,528,5,44,"true","NAPD 1","07/04/1995","4th deg. polynom. (least squares)",0,15000,"Chron uses surface (0 BP), 6 C14 dates, Mazama ash (6850 BP), and Glacier Peak ash with 12100 BP date in Yellowstone region (Whitlock 1993). Fit a 4th-deg polynomial with surface held constant. Coefs: 0.0, 17.6603, -3.06107e-04, 3.51995e-07.",NA
288,530,5,44,"false","NAPD 1","25/04/1994","LERP",-10,260,"Chron uses surface date (-15 BP) and the Ambrosia-rise (80 BP).",NA
289,531,4,NA,"false","COHMAP chron 1","","LERP",NA,NA,"No C-14 dates, varved. Depths are varve counts. Dates from varve counts. Age bounds for application of the model: top = 0; bottom = 930.",NA
290,531,5,430,"false","NAPD 1","24/01/1996","LERP",0,1000,"Varve calendar years converted to C14 for 5 points in core including TOP (using Table 1-A in Stuiver and Pearson 1986, Radiocarbon 28(2B):805).",NA
291,531,4,40,"true","NAPD 2","","LERP",NA,NA,"Varve years.",NA
292,532,5,967,"false","LAPD 1","20/08/1997","LERP",0,42210,"Used all dates except bulk dates Beta-75110 (31390±540), which was in disagreement with three AMS dates, and Beta-75109 (17840±300), which was inverted from near AMS date Beta-90307 (18020±70) but not statistically different from it.",NA
293,533,5,61,"false","BDPMQ 1","14/07/1983","LERP",NA,NA,"",NA
294,533,5,NA,"false","COHMAP chron 1","","LERP",NA,NA,"Top most pollen sample at 15 cm so 720 dates the top of the pollen dates. Date at 0 cm a guess by TW. No ragweed rise. Four C-14 dates. Age bounds for application of the model: top = 500; bottom = 6000.",NA
295,533,5,972,"false","NAPD 1","03/12/1993","LERP (+ extrapolation)",620,5300,"",NA
296,534,5,44,"true","NAPD 1","22/02/1995","5th deg. polynom. (least squares)",-10,25640,"Fit a 5th degree polynomial with top held constant to 16 radiocarbon dates, top (0 BP), and Mazama tephra (6850 BP). Coefs: -28.0, 19.8792, -0.0682066, 0.000120128, -7.51078e-08, 1.56051e-11.",NA
297,655,5,44,"true","NAPD 1","16/09/1998","fit a straight line (least-squares)",NA,NA,"Fit a least-squares line to 3 radiocarbon dates. Coefs: 15935.6, 24.2141. Chronology is uncertain because of large standard deviations of dates and because of extrapolation above and below the dates.",NA
298,656,5,44,"true","NAPD 1","27/08/1997","LERP",40,11730,"Chron uses surface (0 BP), the Ambrosia-rise (100 BP), and 5 AMS radiocarbon dates on terrestrial macrofossils.",NA
299,657,5,NA,"true","COHMAP chron 3","","LERP",0,13500,"6 C-14 dates with Tsuga decline date at 205 cm. inserted. Ragweed rise at 55 cm. Picea decline 425 cm. = ca. 10.5 k. Age bounds for application of the model: top = 0; bottom = 13500.",NA
300,658,5,61,"false","BDPMQ 1","14/07/1983","LERP",NA,NA,"",NA
301,658,5,972,"true","NAPD 1","14/12/1993","LERP (+ extrapolation)",320,5260,"",NA
302,659,5,61,"false","BDPMQ 1","14/07/1983","LERP",NA,NA,"",NA
303,659,5,NA,"false","COHMAP chron 1","","LERP",NA,NA,"No ragweed rise. Five C-14 dates. Age bounds for application of the model: top = 0; bottom = 6000.",NA
304,659,5,972,"false","NAPD 1","03/12/1993","LERP (+ extrapolation)",450,6230,"",NA
305,660,5,44,"true","NAPD 1","15/09/1993","LERP",-30,10500,"",NA
306,661,5,NA,"false","COHMAP chron 1","","LERP",0,11500,"5 C-14 dates, ragweed rise above 60 cm. Fagus appears at 7000 bp. Age bounds for application of the model: top = 0; bottom = 11500.",NA
307,663,5,430,"true","NAPD 1","08/02/1996","LERP",-40,120,"Chron uses 13 Pb210 dates, date for each of top 13 out of 17 samples.",NA
309,665,5,NA,"true","COHMAP chron 1","","LERP",0,6000,"1 C-14 date. No ragweed rise. Data from McAndrews. Age bounds for application of the model: top = 0; bottom = 6000.",NA
310,666,5,NA,"false","COHMAP chron 2","","LERP",0,13000,"11 C-14 dates. 3 basal dates averaged. 604 cm core in 11.75 m of water 750 m from north shore and 220 m from talus blocks on the west side. Maher, L.J. Jr. (1982). The palynology of Devils Lake, Sauk County, Wisconsin, Quaternary History of the Driftles",NA
311,667,5,430,"true","NAPD 1","03/04/1996","LERP",-30,130000,"Chron uses top and 11 interpolated best age estimate dates from a graph produced from 14 radiocardon and Si-32 dates for the upper 5300 years B.P. and by O18 correlations for the period 5300 to 130000 years B.P. (see McAndrews 1984).",NA
312,669,5,61,"false","BDPMQ 1","14/07/1983","LERP",NA,NA,"",NA
